,corp_code,corp_name,corp_name_eng,stock_name,corp_code,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,phn_no,fax_no,induty_code,est_dt
1631,01115257,(주)시냅스엠,SCENAPPSM inc.,시냅스엠,01115257,246830,김덕조,E,1101113389586,2208723442,"서울특별시 강남구 학동로 318(논현동, 유경빌딩)",www.scenappsm.com,02-3420-1600,,63120,20060127
1632,00408336,(주)인산가,INSAN Inc.,인산가,00408336,062580,김윤세,E,1952110000588,6118103918,경상남도 함양군 수동면 수동농공길 23-26,www.insanga.co.kr,055-963-9991,02-767-2021,107,19920302
1633,01109186,동부제4호기업인수목적주식회사,"Dongbu 4th Special Purpose Acquisition Co.,Ltd.",동부제4호기업인수목적,01109186,230490,방경환,E,1101115863405,3768700266,서울특별시 영등포구 국제금융로8길 32 동부증권,,02-369-3970,02-761-2305,661,20151016
1634,01095892,(주)태경피엔에스,"TAEKYUNG PNS CO.,LTD",태경피엔에스,01095892,235090,"이기순, 김찬우(각자대표)",E,1101115021326,2068672538,"서울특별시 강남구 봉은사로 207(논현동, KJ Tower 4층)",www.ckcompany.net,070-4680-1466,02-466-0606,292,20121212
1635,00130949,(주)카카오엠,Kakao M Corp.,카카오엠,00130949,016170,이제욱,E,1341110010706,1388105876,서울특별시 강남구 테헤란로103길 17,www.iloen.com,02-2280-7700,02-2280-7799,182,19820707
1636,00202778,(주)썬코어,"Suncore, Inc.",썬코어,00202778,051170,최규선,E,1101110242167,1138114492,경기도 파주시 월롱면 엘지로 360번길 148-103,www.luboinc.com,031-937-5000,0319375002,29142,19781122
1637,01090921,케이엠제약(주),"KM PHARMACY CO.,LTD.",케이엠제약,01090921,237720,강일모,E,1101112201799,1088129222,경기도 평택시 포승읍 평택항로268번길 121,www.kmkmp.com,02-3477-8422,02-3477-8423,20422,20010601
1638,01102800,키움 제4호 기업인수목적 주식회사,Kiwoom No.4 Special Purpose Acquisition Company,키움제4호기업인수목적,01102800,226850,안태형,E,1101115806166,6038800210,"서울특별시 영등포구 여의나루로4길 18(여의도동, 키움파이낸스스퀘어빌딩)",,02-3787-5053,02-3787-5142,66199,20150811
1639,00148717,도레이케미칼(주),Toray Chemical Korea Inc.,도레이케미칼,00148717,008000,"이영관, 이쥬인 히데키(Ijuin Hideki), 임희석(공동 대표이사 3인)",E,1748110000151,5158100097,경상북도 구미시 구미대로 102,www.toray-tck.com,054-469-4114,02-3279-7062,20501,19720701
1640,00959265,디와이엘엔제이(주),"DYLNJ Co., Ltd",디와이엘엔제이,00959265,207230,김태수,E,2001110289516,4098611843,전라남도 장성군 동화면 전자농공단지2길 36,www.dy-lnj.com,061-392-9521,061-392-9528,28303,20091223
1641,00447478,(주)엔에스브이,NSV CORPORATION,엔에스브이,00447478,095300,진채현,E,1801110158419,6018124992,부산광역시 강서구  화전산단6로32번길 17,www.nsvcorporation.com,051-832-1560,051-832-1570,29133,19940615
1642,00163789,(주)심팩메탈,"SIMPAC METAL Co., Ltd.",심팩메탈,00163789,090730,"최진식, 송효석",E,1101110027402,1168121600,경상북도 포항시 남구  괴동로 153,www.simpacmetal.com,054-271-8700,054-271-8778,24113,19590928
1643,00838421,씨제이이앤엠(주),CJ E&amp;M Corporation,씨제이이앤엠,00838421,130960,김성수,E,1101114434554,1148683380,서울특별시 마포구  상암산로 66 CJ E&amp;M CENTER,www.cjenm.com,02-371-5501,,602,20100902
1644,01094565,이베스트기업인수목적3호(주),EBEST SPECIAL PURPOSE ACQUISITION 3 COMPANY,이베스트기업인수목적3호,01094565,225440,이정훈,E,1101115769190,4988700120,서울특별시 서초구 서초대로 274 7층(서초동 3000타워),없음.,02-3779-8832,,64999,20150701
1645,00842327,완리인터내셔널홀딩스,WANLI INTERNATIONAL HOLDINGS LIMITED,완리인터내셔널홀딩스,00842327,900180,우뤠이비아오,E,,1253404,홍콩 센트럴 코넛플레이스 1번지 자덴하우스  32층 3201호,www.wanlitiles.com,86-139-6039-7789,86-595-85887876,64992,20080704
1646,00156044,하림홀딩스,"HARIM HOLDINGS CO.,LTD.",하림홀딩스,00156044,024660,김홍국,E,2150110001021,4038105746,전라북도 익산시  망성면 망성로 14,www.harimgroup.com,02-6296-2934,031-625-1582,64992,19901011
1647,00109170,대덕GDS(주),"DAEDUCK GDS CO.,LTD",대덕GDS,00109170,004130,"김영재, 강경식",E,1301110007640,1348103503,경기도 안산시 단원구 강촌로 230 (목내동),www.daeduckgds.co.kr,031-8040-8072,031-8040-8082,2622,19650113
1648,00207223,(주)위너지스,"WINERGYS Co., Ltd",위너지스,00207223,026260,최재훈,E,1341110031273,1388100231,"서울특별시 강남구 언주로 428 (역삼동, 아비스타RandD센터) 11층",www.catea.info/kr,02-558-3921,02-558-3924,468,19900627
1649,00454265,(주)스틸플라워,"STEEL FLOWER CO.,LTD",스틸플라워,00454265,087220,김종룡,E,1801110311083,6038140872,"부산광역시 해운대구 센텀서로 30 2401호 (우동, 케이엔엔타워)",www.steelflower.co.kr,051-745-3000,051-745-3080,2413,20000201
1650,01170962,그레이트리치과기유한공사,Great Rich Technologies Limited,GRT,01170962,900290,주영남,K,,1798794,"Room 01, 21F, Prosper Commercial Building, 9 Yin Chong Street, Kowloon, Hong Kong",,85236458129,,64992,20120911
1651,00348177,(주)트레이스,"TRAIS Co., Ltd.",트레이스,00348177,052290,이광구,E,1101111120982,2208118442,"경기도 안산시 단원구 만해로 205 제4층 제에이 401(타원타크라3, 성곡동)",www.trais.co.kr,031-499-8960,031-499-8961,2629,19950119
1652,01111020,케이비제9호기업인수목적(주),KB No.9 Special Purpose Acquisition Company,케이비제9호기업인수목적,01111020,232270,최웅,E,1101115871515,7938600294,"서울특별시 양천구 목동동로 293, 2304호 (목동, 현대41타워)",없음,0226551271,02-2655-1272,661,20151026
1653,01117103,하이에이아이1호기업인수목적(주),HI AI 1ST Special Purpose Acquisition Company,하이에이아이1호기업인수목적,01117103,235010,최종혁,E,1101115907956,2898100257,서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 13F,,02-2122-9690,02-2122-9679,66199,20151203
1654,00264644,넥스콘테크놀러지(주),"NEXCON TECHNOLOGY Co., LTD",넥스콘테크놀러지,00264644,038990,김명환,E,1615110021158,3128133965,"서울특별시 양천구 목동동로 293 (목동, 현대41타워)",,02-2168-3388,02-2168-3508,28202,19961009
1655,00334244,덴소코리아주식회사,DENSOKOREAAUTOMOTIVECORPORATION,덴소코리아,00334244,047060,김경섭,E,1942110000141,6098101877,경상남도 창원시 성산구 웅남로 630 (성산동),www.densops.co.kr,055-600-9553,055-600-9516,30,20000801
1656,00535719,(주)프렉코,"PREXCO CO., LTD.",프렉코,00535719,082220,지춘근,E,1201110227761,1318157387,충청남도 논산시 성동면 산업단지로2길 6,www.prexco.co.kr,041-732-7788,041-733-5042,26422,20000719
1657,00790121,차이나하오란리사이클링유한공사,"China Hao Ran Recycling Co., Ltd.",차이나하오란리사이클링유한공사,00790121,900090,장하오롱,E,,5089985300007096,"Unit 3201, 32nd Floor Jardine House 1 Connaught Place Central  Hong Kong",www.xinhaopaper.com,86-510-8611-8800,,64992,20090715
1658,00960641,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),KIM PARALLEL OILFIELD OVERSEAS RESOURCES DEVELOPMENT SPECIAL ASSET FUND [1](EQUI,한국패러랠,00960641,168490,한국투자신탁운용(주),Y,1101114890334,1078776952,서울특별시 영등포구 은행로3,,02-3276-4815,02-2180-0908,64209,20120613
1659,00569992,(주)원익테라세미콘,"WONIK TERA SEMICON CO.,LTD.",원익테라세미콘,00569992,123100,이재경,E,1348110068694,1248194031,경기도 화성시  동탄면 경기동로 267-24,www.terasemicon.com,031-831-2500,031-831-2699,29271,20020312
1660,01328639,윙입푸드홀딩스,WING YIP FOOD (CHINA) HOLDINGS GROUP LIMITED,윙입푸드,01328639,900340,왕현도,K,,46295,"17/F WINSAN TOWER, 98 THOMSON ROAD, WANCHAI, HK",wingyip-food.com,86-760-23215457,86-760-23211889,64992,20150424
1661,00925453,나무기술 주식회사,"NAMU TECH CO., LTD.",나무기술,00925453,167380,정철,E,1101112373358,2158617029,"경기도 성남시 분당구 판교로 2555층(삼평동, 이노밸리F동)",www.namutech.co.kr,031-8060-0200,031-8060-0202,582,20011111
1662,00263140,(주)루트원플러스,"Rootoneplus Co., Ltd.",루트원플러스,00263140,046400,조성옥,E,1344110012061,1268133030,"경기도 성남시 수정구 복정로 151 401호(복정동, 단곡빌딩)",www.rootoneplus.com,031-754-3400,031-757-4747,26,19980530
1663,01130937,한국제4호기업인수목적(주),"Korea No.4 Special Purpose Acquisition Co., LTD.",한국제4호기업인수목적,01130937,240540,박진수,E,1101115995563,7148100317,서울특별시 영등포구 의사당대로 88,,02-3276-6569,02-3276-5883,661,20160309
1664,00232496,(주)씨그널엔터테인먼트그룹,Signal Entertainment Group Corp.,씨그널엔터테인먼트그룹,00232496,099830,김정상,E,1101110744139,2118161514,"서울특별시 성동구 성수이로 89 9층(성수동2가,엠지빌딩)",www.signal-ent.com,02-2038-8882,02-3472-8883,591,19910118
1665,01088458,(주)극동자동화,Kukdong Automation,극동자동화,01088458,272420,이상열,E,1812110015913,6208105322,울산광역시 북구 숙보로 27,kdakr.com,052-288-6208,052-288-7123,423,19910416
1666,00108047,세원화성(주),"SEWON CHEMICAL CO.,LTD",세원화성,00108047,007910,국승원,E,1601110004179,3068103262,"대전광역시 대덕구 대화로52번길 115 (대화동, 세원화성(주))",www.sewonchem.co.kr,042-623-1800-3,02-2128-5449,20202,19810320
1667,00600013,미래에셋맵스 아시아퍼시픽 부동산공모 1호 투자회사,MIRAEASSETMAPS ASIA PACIFIC REAL ESTATE 1 INVESTMENT COMPANY,맵스리얼티1,00600013,094800,미래에셋자산운용(주),Y,1101113595852,1078686211,서울 영등포구 여의도동 미래에셋빌딩 45-1,www.miraeasset.com,02-1577-1640,02-769-7816,642,20070109
1668,00609254,(주)세왕,"SEUNGHWA  CO., LTD.",세왕,00609254,111610,신항묵,E,1101113409136,1048199648,서울특별시 송파구  거마로 79 승화빌딩,www.seunghwa.co.kr,02-2277-7635,02-2043-7313,42,20060228
1669,01117495,(주)에스와이제이,"SYJ Co., Ltd.",에스와이제이,01117495,251540,김소영,E,1201110703597,1228638794,"서울특별시 금천구 가산디지털1로 119 에이동 301호-307호(가산동, 에스케이트윈타워)",syj.biz,070-8766-3228,,141,20140404
1670,00835734,(주)피엠디아카데미,PMD ACADEMY CORP.,피엠디아카데미,00835734,144740,유준철,E,1101113953670,1058723352,서울특별시 양천구 목동동로 401부영그린타운2차 206-1호,www.pmd.co.kr,07050575944,0221358046,855,20080814
1671,01119217,주식회사 본느,"Bonne Co., Ltd.",본느,01119217,242420,임성기,E,1311110227057,1298630793,서울특별시 송파구 송파대로22길 5-15 -,www.bonne.co.kr,031-707-4111,031-603-0744,204,20090309
1672,00865382,트러스와이제7호위탁관리부동산투자회사,"TRUS Y 7 REIT CO., Ltd.",트러스와이제7호위탁관리부동산투자회사,00865382,140890,김종수,E,1101114547357,1178175507,서울특별시 양천구  목동동로 233-3,,02-785-8920,,68112,20110303
1673,00149877,(주)중앙바이오텍,"CHOONG ANG BIOTECH CO.,LTD",중앙바이오텍,00149877,015170,윤형관,E,1301110009761,1348104934,경기도 안산시 단원구 강촌로 271-30 (목내동),www.choongangbio.com,031-493-1461,031-493-1469,21230,19801219
1674,00123514,(주)보진재,Pochinchai,보진재,00123514,030950,김정선,E,1101110005432,1078113635,서울특별시 영등포구 당산로 237 (당산동 6가) 그린빌 402호,www.pochinchai.co.kr,031-955-1115,031-943-3234,18113,19690408
1675,01139266,로스웰인터내셔널유한회사,"ROTHWELL INTERNATIONAL CO., LIMITED",로스웰,01139266,900260,저우샹동,K,,2034342,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong",www.rothwell.com.cn,86-514-876387,,64992,20140205
1676,01168143,케이만금세기차륜집단유한공사,Cayman Golden Century Wheel Group Limited,골든센츄리,01168143,900280,주승화,K,,42590,"P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KY1 - 1205 Cayman Isl",www.jsj-wheel.co.kr,02-780-8863,,64992,20140903
1677,01018954,(주)제이에스피브이,"JSPV Co.,Ltd.",제이에스피브이,01018954,250300,이정현,E,1201110453598,1228198991,충청남도 아산시 둔포면 이화서길 73-27 (염작리),www.jspv.co.kr,041-549-0600,041-532-5291,28909,20080109
1678,00921475,(주)자비스,"XAVIS CO., Ltd.",자비스,00921475,230400,김형철,E,1358110080712,1358153554,"경기도 성남시 중원구 사기막골로 177, 619(상대원동, 금강하이테크밸리)",www.xavis.co.kr,031-740-3800,031-740-3801,271,20020406
1679,01199985,미래에셋대우기업인수목적1호(주),"MIRAE ASSET DAEWOO SPECIAL  PURPOSE ACQUISITION 1 CO., LTD.",미래에셋대우기업인수목적1호,01199985,265480,장병태,E,1101116319142,5248700545,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관,없음,02-3774-7171,02-3774-8399,661,20170215
1680,00619020,세종머티리얼즈(주),"Sejong Materials Co., Ltd.",세종머티리얼즈,00619020,135270,성재복,E,1101111956973,1088121915,"경기도 안산시 단원구 성곡로 112 (성곡동, 반월공단 604블럭29롯트)",www.sejongmaterials.co.kr,031-491-1850,031-508-1864,242,20000429
1681,01179839,신한제3호기업인수목적 주식회사,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",신한제3호기업인수목적,01179839,257730,김철식,E,1101116209103,2508700606,서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층,,02-3772-4073,02-780-4186,661,20161020
1682,01095397,줌인터넷(주),ZUM internet Corp.,줌인터넷,01095397,229480,김우승,E,1101114113273,1208740888,"서울특별시 서초구 반포대로 3, 7층 (서초동, 이스트빌딩)",www.zuminternet.com,02-583-4640,02-583-6018,63120,20090610
1683,01051339,(주)한국비엔씨,BNC Korea Co. Ltd,한국비엔씨,01051339,226610,최완규,E,1348110143438,1248658215,"대구광역시 달서구 성서공단로11길 62, 대구테크노파크 벤처공장1호관 405호",www.bnckorea.co.kr,070-7116-0059,053-592-0152,271,20070801
1684,01113277,(주)인프라웨어테크놀러지,"INFRAWARE TECHNOLOGY, INC",인프라웨어테크놀러지,01113277,247300,엄태철,E,1101113676404,1098608147,서울특별시 금천구 가산디지털1로 19대륭테크노타운18차 20층,www.infrawaretech.com,02-6003-8800,02-535-0534,58222,20070510
1685,01197428,한화에이스기업인수목적3호(주),"Hanwha Ace Special Purpose Acquisition 3rd Co., LTD.",한화에이스기업인수목적3호,01197428,264290,장승훈,E,1101116304911,3058800596,서울특별시 영등포구 여의대로 56 한화투자증권 10층,hanwha-ace-spac3.co.kr,02-3772-7762,,661,20170201
1686,00252755,(주)씨앤케이인터내셔널,"CNK INTERNATIONAL CO., LTD",씨앤케이인터내셔널,00252755,039530,오덕균,E,1101110676811,2118606874,경상북도 의성군 다인면 가원농공길 92 -,www.cnkinternational.co.kr,02-764-7508,02-571-9510,06200,19900219
1687,01181940,주식회사 아이엘사이언스,"IL SCIENCE CO.,LTD.",아이엘사이언스,01181940,122050,송성근,E,1311110221637,1298628128,경기도 성남시 중원구 마지로 123-1 아이엘밸리,www.ilscience.co.kr/ko/,031-757-5100,031-624-5097,28422,20081126
1688,00580180,(주)포인트엔지니어링,"POINT ENGINEERING Co.,Ltd.",포인트엔지니어링,00580180,176560,안범모,E,1201110170978,1378120438,충청남도 아산시 둔포면 아산밸리로 89,www.pointeng.co.kr,041-546-5131,041-546-5331,259,19980521
1689,00473400,(주)한컴지엠디,Hancom GMD Inc.,한컴지엠디,00473400,077280,김현수,E,1101111372236,2298125921,경기도 성남시 분당구 대왕판교로644번길 49 한컴타워,www.dawintech.com,031-622-6111,031-622-6112,582,19970130
1690,00100717,아이이(주),IE Limited,아이이,00100717,023430,최성원,E,1101110370439,2148104910,서울특별시 강남구 영동대로85길 20-7 (대치동)우협빌딩 5층 553호,www.ieholdings.com/,02-556-7115,556-7118,467,19840320
1691,00503899,(주)사조해표,SAJOHAEPYO Corporation,사조해표,00503899,079660,김상훈,E,1101113076779,1058670770,"서울특별시 서초구 남부순환로 2159 (방배동,3층)",www.sajohp.com,02-2007-3112,02-2007-3277,107,20040901
1692,00133317,(주)에스티씨 라이프,"STC LIFE Co.,Ltd.",에스티씨라이프,00133317,026220,이계호,E,1301110028852,1348100898,충청남도 천안시 서북구 성거읍 모전1길 139-11 (정촌리),www.stclife.com,02-511-2844,02-511-6419,47813,19880328
1693,01201581,한화수성기업인수목적(주),"Hanwha Susung Special Purpose Acquisition CO,.LTD",한화수성기업인수목적,01201581,265920,홍진우,E,1101116331625,5988600781,서울특별시 영등포구 여의대로 56 한화투자증권빌딩 10층,,02-3772-7318,,66199,20170228
1694,00200956,현대정보기술(주),"Hyundai Information Technology Co.,Ltd",현대정보기술,00200956,026180,김경엽,E,1101110628078,1018135607,서울특별시 금천구 가산디지털2로 179 롯데센터,www.hit.co.kr,02-2626-6000,02  -2129-4598,62021,19890515
1695,01111570,에스케이제3호기업인수목적(주),"SK NO.3 SPECIAL PURPOSE ACQUISITION CO., LTD.",에스케이제3호기업인수목적,01111570,232330,이지영,E,1101115874072,1138800264,"서울특별시 영등포구 국제금융로8길 31 여의도동, 에스케이증권빌딩",,02-3773-8373,0237738301,661,20151028
1696,01113781,(주)영현무역,"YOUNG HYUN TRADING Co.,Ltd.",영현무역,01113781,242850,이관묵,E,1101111869043,1138158544,서울특별시 구로구 디지털로 271 벽산디지털밸리Ⅲ2층 212호,www.younghyun.co.kr,02-851-1827,02-851-1828,461,20000201
1697,01212383,(주)엔케이맥스,"NKMAX Co.,Ltd.",엔케이맥스,01212383,262760,조용환,E,1311110434149,1418146932,"경기도 성남시 분당구 돌마로 172 (정자동, 분당서울대학교",www.nkmax.com,031-603-9219,031-603-0040,21210,20160106
1698,01194759,대신밸런스제4호기업인수목적(주),"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",대신밸런스제4호기업인수목적,01194759,262830,임병완,E,1101116277176,1358800551,서울특별시 중구 삼일대로 343,,02-769-3635,,66199,20170102
1699,00872850,비지스틸(주),"PMS CO.,LTD.",비지스틸,00872850,179440,이창형,E,1717110069201,5068157830,경상북도 포항시 남구 철강로 362 철강관리공단 4층,www.bgsteel.co.kr,054-762-9891,07075001188,24199,20060425
1700,00527880,(주)썬테크놀로지스,"Sun Technologies Co., LTD",썬테크놀로지스,00527880,122800,주승환,E,1348110067844,1248194346,서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층,www.suntechinc.net,02-2055-4051,031-354-0028,24311,20020206
1701,00117638,동양텔레콤(주),"DONGYANG TELECOM CO., LTD",동양텔레콤,00117638,007150,강만준,E,1101110109763,1098102376,경기도 용인시 기흥구 구성로 262-14 (청덕동),www.dyt.co.kr,031-288-3406,031-288-3490,26,19691030
1702,99999999,금감원(테스트),Financial Supervisory Service,금감원(테스트),99999999,999980,강정호,E,1101111273111,1168159668,"서울특별시 영등포구 여의대로 38 (여의도동, 금융감독원)",,2001-5732,02-784-4505,66121,19960517
1703,01063963,(주)유쎌,YOUCEL Inc,유쎌,01063963,252370,차재영,E,2149110029209,4038151139,전라북도 익산시 함열읍 익산대로78길 265,www.youcel.co.kr,063-834-6877,063-834-6878,20423,20080818
1704,00656340,소프트캠프(주),"SOFTCAMP CO., LTD",소프트캠프,00656340,210610,배환국,E,1101111735880,1088117861,경기도 과천시 삼부골로 26 2층,www.softcamp.co.kr,031-697-4500,02-3420-4395,58222,19990715
1705,01194892,(주)알로이스,ALOYS Inc.,알로이스,01194892,271400,권충식,E,1311110423663,3988100172,경기도 성남시 중원구 양현로405번길 4-5 3층,www.aloys.co.kr,07086805501,031-709-0262,26421,20150921
1706,00222806,(주)에임하이글로벌,Aimhigh Global Corp.,에임하이글로벌,00222806,043580,왕설,E,1201110007618,1378101654,"서울특별시 강남구 논현로 626 (논현동, 엠빌딩)",www.ahg.kr,02-316-2200,02-316-2246,262,19790321
1707,01234525,한국제5호기업인수목적(주),"Korea No.5 Special Purpose Acquisition Company Co., LTD.",한국제5호기업인수목적,01234525,271740,김정현,E,1101116395902,2298700602,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 5층",,02-3276-5766,02-3276-5833,66199,20170510
1708,00389679,(주)해피드림,"HappyDream Co., Ltd.",해피드림,00389679,065180,"전태일,정완진",E,1301110036318,1248141378,충청남도 당진시 북문로 15 120동 136호(읍내동),www.thehappydream.co.kr,02-2057-5588,02-2057-1881,49301,19951127
1709,00526465,동북아13호선박투자회사,DONGBUKA NO.13 SHIP INVESTMENT CO.,동북아13호선박투자회사,00526465,083380,고성준,E,1801110514257,6068191079,부산광역시 사상구 사상로 461 (모라동),-,02-590-1400,02-590-1414,761,20050323
1710,00324104,디케이씨(주),"DKC Co., Ltd.",디케이씨,00324104,047440,정준기,E,1351110039820,1238134118,경상북도 칠곡군  왜관읍 공단로5길 18-24,www.raygen.co.kr,0316501484,0316501484,26211,19940426
1711,00410678,(주)다린,"DARIN CO.,LTD.",다린,00410678,204690,박계홍,E,1943110004967,6088126953,경상남도 창원시 마산회원구 자유무역3길 111   양덕동 (주)다린,www.darin.co.kr,055-294-8801,055-252-8840,22232,19961205
1712,00291152,(주)디비엘,"DBL Co., Ltd.",디비엘,00291152,041500,주재훈,E,1101110935283,3038114080,인천광역시 계양구 봉오대로651번길 26 (작전동),www.dbl.kr,032-513-4470,032-516-2201,21300,19930415
1713,00930321,하이골드오션8호국제선박투자회사,HI GOLD OCEAN KMARIN NO.8 SHIP INVESTMENT COMPANY,하이골드오션8호국제선박투자회사,00930321,159650,오운용,E,2201110087065,6168194277,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),www.kmarin.co.kr,02-2090-4600,02-319-8188,761,20111031
1714,00307037,(주)더스텔라,"De Stellar Co.,LTD",더스텔라,00307037,065310,박상배,E,1101110704896,1178102566,서울특별시 강남구 논현로105길 48 나실빌딩 5층,www.minimumcollection.co.kr,02-3460-9536,0234817809,15129,19900615
1715,00695464,차이나그레이트스타인터내셔널리미티드,CHINA GREAT STAR INTERNATIONAL LIMITED,차이나그레이트스타인터내셔널리미티드,00695464,900040,우여우즈 (Wu youzhi),E,,211566,"Grand Pavilion, Hibiscus Way, 802 West Bay Road, P.O. Box 31119,KY1-1205, Cayman Islands -",www.chinagreatstar.com,86-595-8673-2222,86-595-28220222,64992,20080530
1716,01245062,코오롱티슈진(주),"Kolon TissueGene, Inc.",코오롱티슈진,01245062,950160,"노문종, 한성수",K,,20174063267,"Rockville, MD, USA 9713 Key West Ave Suite 300",tissuegene.com,1-301-921-6000,,21102,19990609
1717,00123152,(주)보루네오가구,"BORNEO INTERNATIONAL FURNITURE CO.,LTD",보루네오가구,00123152,004740,김삼기,E,1201110004599,1398100705,인천광역시 남동구 논고개로 101 아름다운타워,www.bif.co.kr,032-420-8500,032-420-8591,32029,19660903
1718,01086812,(주)케미메디,KEMIMEDI Co.Ltd,케미메디,01086812,205290,최건섭,E,2149110029051,4038150862,경상북도 안동시 풍산읍 산업단지길 88 (재)경북바이오벤처프라자 3층 302호,www.wellcan.co.kr,02-3443-9252,02-3444-9252,701,20080702
1719,00961136,(주)씨티네트웍스,"ctnetworks Co., Ltd.",씨티네트웍스,00961136,189540,이재성,E,1344110033588,1268600010,충청남도 논산시  연무읍 신화길 12,ctnetworks.co.kr,041-742-0609,041-742-0611,26410,20070109
1720,00893923,(주)이푸른,"Egreen Co., LTD.",이푸른,00893923,185280,박종문,E,1344110043199,1268626951,경기도 이천시  부발읍 황무로 1893,www.e-greenglobal.com,031-638-6380,031-783-6734,46203,20091228
1721,00938688,SBI핀테크솔루션즈(주),"SBI FinTech Solutions Co., Ltd.",SBI핀테크솔루션즈,00938688,950110,카네코 유이치,K,,35194,"일본 동경 시부야구 시부야 2-1-1, 아오야마 퍼스트 빌딩",https://www.sbi-finsol.co.jp/kr/,81-3-3498-5011,02-2038-2796,58222,20110404
1722,00530796,(주)미성포리테크,"MISUNGPOLYTECHCO.,LTD.",미성포리테크,00530796,094700,김종달,E,1211110071969,1308164298,경기도 부천시 원미구 부천로 238 (주)미성포리테크,www.mspt.co.kr,032-680-2900,032-680-2910,2629,19971227
1723,00343127,(주)자유투어,"Freedom Travel Co., Ltd.",자유투어,00343127,046840,김희철,E,1101111099153,2138197186,"서울특별시 중구 남대문로 117 동아빌딩 (다동) 13,14층",www.jautour.com,02-3455-8888,02-3783-3768,75210,19941107
1724,00671437,(주)파인넥스,"PineNex Co., Ltd",파인넥스,00671437,123260,김용석,E,1101112015273,2148663520,경기도 화성시  향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장,www.sapphiretek.com,031-297-3551,031-297-3550,2612,20000703
1725,00102681,고려개발(주),KOREA DEVELOPMENT CORPORATION,고려개발,00102681,004200,곽수윤,E,1101110052037,1068144682,"경기도 용인시 수지구 풍덕천로 112 501(풍덕천동, 하나프라자빌딩)",www.kdc.co.kr,031-420-9000,031-420-9051,41221,19650331
1726,01243550,아이비케이에스제7호기업인수목적주식회사,IBKS No.7 Special Purpose Acquisition Company,아이비케이에스제7호기업인수목적,01243550,276920,문대우,E,1101116466711,2028600779,"서울특별시 영등포구 국제금융로6길 11, 9층(여의도동)",없음,02-6915-5333,,6619,20170720
1727,01394377,주식회사 이지스밸류플러스위탁관리부동산투자회사,"IGIS Value Plus REIT Co., Ltd.",이지스밸류플러스리츠,01394377,334890,도병운,Y,1101117173224,5368801452,"서울특별시 영등포구 여의공원로 115, 14층",www.igisvaluereit.com,02-6959-3100,,681,20190716
1728,01055317,(주)비엔디생활건강,"B&amp;D Life Health CO.,LTD",비엔디생활건강,01055317,215050,이다니엘,N,1101114768440,2158763345,충청북도 음성군 생극면 생극산단길 31(주)비엔디생활건강,www.e-seje.com,02-552-8481,025528482,20421,20120105
1729,00814810,엠에프엠코리아(주),"MFM KOREA Co., Ltd.",엠에프엠코리아,00814810,251960,"안피터도성, 조장호(각자 대표이사)",E,1101112641185,1208644010,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩)",www.mfmkorea.com,02-531-5780,02-558-7827,143,20021029
1730,01186811,(주)티에스트릴리온,"TS Trillion Co., Ltd.",티에스트릴리온,01186811,284610,장기영,E,1101113737371,1078694647,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가, 티에스빌딩)",www.talmo.com,02-785-8296,02-785-8297,20423,20070817
1731,01066030,(주)드림티엔터테인먼트,"Dream T Entertainment Co., Ltd.",드림티엔터테인먼트,01066030,220110,유연학,E,1101114146745,2208784793,"서울특별시 송파구 법원로 114 B동 511호(문정동,엠스테이트)",www.dreamteaent.co.kr,02-3452-2525,02-512-3621,73901,20090728
1732,00539274,대상홀딩스(주),"DAESANG HOLDINGS CO., LTD",대상홀딩스,00539274,084690,"임창욱, 최성수 각자대표이사",Y,1101113280099,2068601066,서울특별시 중구 세종대로9길 41 올리브타워 2층,-,02-2211-6500,02-2214-6511,64992,20050801
1733,01187458,(주)에스알바이오텍,SR biotek Inc.,에스알바이오텍,01187458,270210,이소형,N,1311110188085,1298609534,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호,srbiotek.com/,031-726-3134,031-733-2145,20423,20070514
1734,00526447,동북아12호선박투자회사,DONGBUKA NO.12 SHIP INVESTMENT CO.,동북아12호선박투자회사,00526447,083370,고성준,E,1801110514249,6068191045,부산광역시 사상구 사상로 461 (모라동),-,02-590-1400,02-590-1414,761,20050323
